,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,CATEGORY,EDUCATION
0,Telangana,ADILABAD,SOYAM BAPU RAO,BJP,Lotus,MALE,ST,12th Pass
1,Telangana,ADILABAD,Godam Nagesh,TRS,Car,MALE,ST,Post Graduate
2,Telangana,ADILABAD,RATHOD RAMESH,INC,Hand,MALE,ST,12th Pass
3,Telangana,ADILABAD,NOTA,NOTA,,,,
4,Uttar Pradesh,AGRA,Satyapal Singh Baghel,BJP,Lotus,MALE,SC,Doctorate
5,Uttar Pradesh,AGRA,Manoj Kumar Soni,BSP,Elephant,MALE,SC,Post Graduate
6,Uttar Pradesh,AGRA,Preeta Harit,INC,Hand,FEMALE,SC,Post Graduate
7,Maharashtra,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,BJP,Lotus,MALE,GENERAL,Doctorate
8,Maharashtra,AHMADNAGAR,SANGRAM ARUNKAKA JAGTAP,NCP,Clock,MALE,GENERAL,Graduate
9,Maharashtra,AHMADNAGAR,SUDHAKAR LAXMAN AVHAD,VBA,Cup & Saucer,MALE,GENERAL,Graduate
10,Gujarat,AHMEDABAD EAST,Patel Hasmukhbhai Somabhai,BJP,Lotus,MALE,GENERAL,Others
11,Gujarat,AHMEDABAD EAST,Gitaben Patel,INC,Hand,FEMALE,GENERAL,10th Pass
12,Gujarat,AHMEDABAD WEST,DR. KIRIT P. SOLANKI,BJP,Lotus,MALE,SC,Post Graduate
13,Gujarat,AHMEDABAD WEST,RAJU PARMAR,INC,Hand,MALE,SC,Graduate
14,Gujarat,AHMEDABAD WEST,NOTA,NOTA,,,,
15,Gujarat,AHMEDABAD WEST,TRIBHOVANDAS KARSANDAS VAGHELA,BSP,Elephant,MALE,SC,8th Pass
16,Rajasthan,AJMER,Bhagirath Chaudhary,BJP,Lotus,MALE,GENERAL,12th Pass
17,Rajasthan,AJMER,Riju Jhunjhunwala,INC,Hand,MALE,GENERAL,Graduate
18,Rajasthan,AJMER,Durga Lal Regar,BSP,Elephant,MALE,SC,Post Graduate
19,Rajasthan,AJMER,Vishram Babu,APoI,Coat,MALE,SC,Post Graduate
20,Uttar Pradesh,AKBARPUR,Devendra Singh 'Bhole',BJP,Lotus,MALE,GENERAL,10th Pass
21,Uttar Pradesh,AKBARPUR,Nisha Sachan,BSP,Elephant,FEMALE,GENERAL,Post Graduate
22,Uttar Pradesh,AKBARPUR,Rajaram Pal,INC,Hand,MALE,GENERAL,Graduate Professional
23,Maharashtra,AKOLA,Dhotre Sanjay Shamrao,BJP,Lotus,MALE,GENERAL,Graduate Professional
24,Maharashtra,AKOLA,Ambedkar (Adv) Prakash Yashwant,VBA,Cup & Saucer,MALE,GENERAL,Graduate Professional
25,Maharashtra,AKOLA,Hidayatullah Barakatullah Patel,INC,Hand,MALE,GENERAL,10th Pass
26,Kerala,ALAPPUZHA,Adv. A M ARIFF,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Graduate Professional
27,Kerala,ALAPPUZHA,Adv. SHANIMOL OSMAN,INC,Hand,FEMALE,GENERAL,Post Graduate
28,Kerala,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,BJP,Lotus,MALE,GENERAL,Doctorate
29,Kerala,ALATHUR,RAMYA HARIDAS,INC,Hand,FEMALE,SC,10th Pass
30,Kerala,ALATHUR,DR. P.K.BIJU,CPI(M),"Hammer, Sickle and Star",MALE,SC,Doctorate
31,Kerala,ALATHUR,T.V.BABU,BDJS,Pot,MALE,SC,10th Pass
32,Uttar Pradesh,ALIGARH,SATISH KUMAR GAUTAM,BJP,Lotus,MALE,GENERAL,10th Pass
33,Uttar Pradesh,ALIGARH,DR. AJEET BALIYAN,BSP,Elephant,MALE,GENERAL,Doctorate
34,Uttar Pradesh,ALIGARH,BIJENDRA SINGH CHAUDHARY,INC,Hand,MALE,GENERAL,Graduate
35,West Bengal,ALIPURDUARS,JOHN BARLA,BJP,Lotus,MALE,ST,8th Pass
36,West Bengal,ALIPURDUARS,DASRATH TIRKEY,AITC,Flowers and Grass,MALE,ST,Graduate
37,West Bengal,ALIPURDUARS,MILI ORAON,RSP,Spade & Stoker,FEMALE,ST,Post Graduate
38,West Bengal,ALIPURDUARS,MOHANLAL BASUMATA,INC,Hand,MALE,ST,Graduate Professional
39,West Bengal,ALIPURDUARS,NOTA,NOTA,,,,
40,Uttar Pradesh,ALLAHABAD,Rita Bahuguna Joshi,BJP,Lotus,FEMALE,GENERAL,Doctorate
41,Uttar Pradesh,ALLAHABAD,Rajendra Singh Patel,SP,Bicycle,MALE,GENERAL,Graduate
42,Uttar Pradesh,ALLAHABAD,Yogesh Shukla,INC,Hand,MALE,GENERAL,12th Pass
43,Uttar Pradesh,ALLAHABAD,Girdhar Gopal Tripathi,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,Post Graduate
44,Uttarakhand,ALMORA,Ajay Tamta,BJP,Lotus,MALE,SC,12th Pass
45,Uttarakhand,ALMORA,Pradeep Tamta,INC,Hand,MALE,SC,Post Graduate
46,Uttarakhand,ALMORA,NOTA,NOTA,,,,
47,Uttarakhand,ALMORA,Sunder Dhoni (Advocate),BSP,Elephant,MALE,SC,Post Graduate
48,Rajasthan,ALWAR,Balak Nath,BJP,Lotus,MALE,GENERAL,10th Pass
49,Rajasthan,ALWAR,Bhanwar Jitendra Singh,INC,Hand,MALE,GENERAL,Graduate
50,Rajasthan,ALWAR,Imran Khan,BSP,Elephant,MALE,GENERAL,10th Pass
51,Andhra Pradesh,AMALAPURAM,CHINTA ANURADHA,YSRCP,Ceiling Fan,FEMALE,SC,Graduate
52,Andhra Pradesh,AMALAPURAM,GANTI HARISH MADHUR (BALAYOGI),TDP,Bicycle,MALE,SC,Graduate Professional
53,Andhra Pradesh,AMALAPURAM,D M R SEKHAR,JnP,Glass Tumbler,MALE,SC,Post Graduate
54,Andhra Pradesh,AMALAPURAM,NOTA,NOTA,,,,
55,Haryana,AMBALA,RATTAN LAL KATARIA,BJP,Lotus,MALE,SC,Post Graduate
56,Haryana,AMBALA,SELJA,INC,Hand,FEMALE,SC,Post Graduate
57,Haryana,AMBALA,NARESH KUMAR,BSP,Elephant,MALE,SC,10th Pass
58,Haryana,AMBALA,RAM PAL,INLD,Spectacles,MALE,SC,10th Pass
59,Uttar Pradesh,AMBEDKAR NAGAR,Ritesh Pandey,BSP,Elephant,MALE,GENERAL,Graduate
60,Uttar Pradesh,AMBEDKAR NAGAR,Mukut Bihari,BJP,Lotus,MALE,GENERAL,Graduate Professional
61,Uttar Pradesh,AMBEDKAR NAGAR,Rakesh,SBSP,Walking Stick,MALE,GENERAL,12th Pass
62,Uttar Pradesh,AMBEDKAR NAGAR,NOTA,NOTA,,,,
63,Uttar Pradesh,AMETHI,Smriti Irani,BJP,Lotus,FEMALE,GENERAL,12th Pass
64,Uttar Pradesh,AMETHI,Rahul Gandhi,INC,Hand,MALE,GENERAL,Post Graduate
65,Maharashtra,AMRAVATI,Navnit Ravi Rana,IND,Spanner,FEMALE,SC,10th Pass
66,Maharashtra,AMRAVATI,Adsul Anandrao Vithoba,SHS,Bow and Arrow,MALE,SC,Graduate
67,Maharashtra,AMRAVATI,Gunwant Deopare,VBA,Whistle,MALE,SC,Others
68,Maharashtra,AMRAVATI,Arun Motiramji Wankhade,BSP,Elephant,MALE,SC,12th Pass
69,Gujarat,AMRELI,Kachhadiya Naranbhai Bhikhabhai,BJP,Lotus,MALE,GENERAL,12th Pass
70,Gujarat,AMRELI,Paresh Dhanani,INC,Hand,MALE,GENERAL,Graduate
71,Gujarat,AMRELI,NOTA,NOTA,,,,
72,Gujarat,AMRELI,Chauhan Ravjibhai Mulabhai,BSP,Elephant,MALE,SC,Literate
73,Punjab,AMRITSAR,GURJEET SINGH AUJLA,INC,Hand,MALE,GENERAL,12th Pass
74,Punjab,AMRITSAR,HARDEEP SINGH PURI,BJP,Lotus,MALE,GENERAL,Post Graduate
75,Punjab,AMRITSAR,KULDIP SINGH DHALIWAL,AAP,Broom,MALE,GENERAL,10th Pass
76,Punjab,AMRITSAR,DASWINDER KAUR,CPI(M),Ears of Corn And Sickle,FEMALE,GENERAL,Graduate
77,Punjab,AMRITSAR,NOTA,NOTA,,,,
78,Uttar Pradesh,AMROHA,KUNWAR DANISH ALI,BSP,Elephant,MALE,GENERAL,Graduate
79,Uttar Pradesh,AMROHA,KANWAR SINGH TANWAR,BJP,Lotus,MALE,GENERAL,8th Pass
80,Uttar Pradesh,AMROHA,SACHIN CHOUDHARY,INC,Hand,MALE,GENERAL,12th Pass
81,Andhra Pradesh,ANAKAPALLI,Dr.Beesetti Venkata Satyavathi,YSRCP,Ceiling Fan,FEMALE,GENERAL,Graduate Professional
82,Andhra Pradesh,ANAKAPALLI,ADARI ANAND KUMAR,TDP,Bicycle,MALE,GENERAL,10th Pass
83,Andhra Pradesh,ANAKAPALLI,Chintala Partha Sarathi,JnP,Glass Tumbler,MALE,GENERAL,Post Graduate
84,Andhra Pradesh,ANAKAPALLI,NOTA,NOTA,,,,
85,Andhra Pradesh,ANAKAPALLI,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),BJP,Lotus,MALE,GENERAL,Post Graduate
86,Gujarat,ANAND,PATEL MITESH RAMESHBHAI (BAKABHAI),BJP,Lotus,MALE,GENERAL,Others
87,Gujarat,ANAND,BHARATBHAI MADHAVSINH SOLANKI,INC,Hand,MALE,GENERAL,Graduate Professional
88,Gujarat,ANAND,NOTA,NOTA,,,,
89,Punjab,ANANDPUR SAHIB,Manish Tewari,INC,Hand,MALE,GENERAL,Graduate Professional
90,Punjab,ANANDPUR SAHIB,Professor Prem Singh Chandumajra,SAD,Scales,MALE,GENERAL,Post Graduate
91,Punjab,ANANDPUR SAHIB,Sodhi Vikram Singh,BSP,Elephant,MALE,GENERAL,Graduate
92,Punjab,ANANDPUR SAHIB,Narinder Singh Shergill,AAP,Broom,MALE,GENERAL,Post Graduate
93,Punjab,ANANDPUR SAHIB,NOTA,NOTA,,,,
94,Andhra Pradesh,ANANTAPUR,TALARI RANGAIAH,YSRCP,Ceiling Fan,MALE,GENERAL,Doctorate
95,Andhra Pradesh,ANANTAPUR,J.C. PAVAN REDDY,TDP,Bicycle,MALE,GENERAL,Graduate
96,Andhra Pradesh,ANANTAPUR,K.RAJIV REDDY,INC,Hand,MALE,GENERAL,Graduate Professional
97,Andhra Pradesh,ANANTAPUR,D.JAGADEESH,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,8th Pass
98,Andhra Pradesh,ANANTAPUR,NOTA,NOTA,,,,
99,Jammu & Kashmir,ANANTNAG,HASNAIN MASOODI,JKN,Plough,MALE,GENERAL,Post Graduate
100,Jammu & Kashmir,ANANTNAG,GHULAM AHMAD MIR,INC,Hand,MALE,GENERAL,Graduate
101,Jammu & Kashmir,ANANTNAG,MEHBOOBA MUFTI,JKPDP,Ink Pot & Pen,FEMALE,GENERAL,Graduate Professional
102,Jammu & Kashmir,ANANTNAG,SOFI YOUSUF,BJP,Lotus,MALE,GENERAL,Illiterate
103,Jammu & Kashmir,ANANTNAG,CH. ZAFFAR ALI,JPC,Apple,MALE,ST,8th Pass
104,Jammu & Kashmir,ANANTNAG,GH. MOHD. WANI,IND,Table,MALE,GENERAL,12th Pass
105,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,KULDEEP RAI SHARMA,INC,Hand,MALE,GENERAL,Graduate Professional
106,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,VISHAL JOLLY,BJP,Lotus,MALE,GENERAL,Graduate Professional
107,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,PARITOSH KUMAR HALDAR,IND,Helicopter,MALE,GENERAL,Post Graduate
108,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,SANJAY MESHACK,AAP,Broom,MALE,GENERAL,12th Pass
109,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,PRAKASH MINJ,BSP,Elephant,MALE,SC,Post Graduate
110,Uttar Pradesh,AONLA,DHARMENDRA KASHYAP,BJP,Lotus,MALE,GENERAL,10th Pass
111,Uttar Pradesh,AONLA,RUCHIVIRA,BSP,Elephant,FEMALE,GENERAL,Graduate
112,Uttar Pradesh,AONLA,KUNWAR SARVARAJ SINGH,INC,Hand,MALE,GENERAL,Graduate Professional
113,Tamil Nadu,ARAKKONAM,S. JAGATHRAKSHAKAN,DMK,Rising Sun,MALE,GENERAL,10th Pass
114,Tamil Nadu,ARAKKONAM,A.K. MOORTHY,PMK,Mango,MALE,GENERAL,Post Graduate
115,Tamil Nadu,ARAKKONAM,N.G. PARTHIBAN,IND,Gift Pack,MALE,GENERAL,8th Pass
116,Tamil Nadu,ARAKKONAM,Y.R. PAVENDHAN,NTK,Ganna Kisan,MALE,GENERAL,Post Graduate
117,Tamil Nadu,ARAKKONAM,"RAJENDRAN, N.",MNM,Battery Torch,MALE,GENERAL,Post Graduate
118,Tamil Nadu,ARAKKONAM,NOTA,NOTA,,,,
119,West Bengal,ARAMBAGH,APARUPA PODDAR (AFRIN ALI),AITC,Flowers and Grass,FEMALE,SC,Post Graduate
120,West Bengal,ARAMBAGH,TAPAN KUMAR RAY,BJP,Lotus,MALE,SC,Post Graduate
121,West Bengal,ARAMBAGH,SAKTI MOHAN MALIK,CPI(M),"Hammer, Sickle and Star",MALE,SC,Post Graduate
122,West Bengal,ARAMBAGH,JYOTI KUMARI DAS,INC,Hand,FEMALE,SC,Graduate
123,West Bengal,ARAMBAGH,NOTA,NOTA,,,,
124,Tamil Nadu,ARANI,VISHNU PRASAD M K,INC,Hand,MALE,GENERAL,Graduate Professional
125,Tamil Nadu,ARANI,ELUMALAI V,AIADMK,Two Leaves,MALE,GENERAL,Graduate Professional
126,Tamil Nadu,ARANI,SENTHAMIZHAN G,IND,Gift Pack,MALE,GENERAL,Post Graduate
127,Tamil Nadu,ARANI,TAMIZHARASI A,NTK,Ganna Kisan,FEMALE,GENERAL,Post Graduate
128,Tamil Nadu,ARANI,NOTA,NOTA,,,,
129,Tamil Nadu,ARANI,SHAJI V,MNM,Battery Torch,MALE,GENERAL,8th Pass
130,Bihar,ARARIA,PRADEEP KUMAR SINGH,BJP,Lotus,MALE,GENERAL,10th Pass
131,Bihar,ARARIA,SARFARAZ ALAM,RJD,Hurricane Lamp,MALE,GENERAL,Graduate
132,Bihar,ARARIA,NOTA,NOTA,,,,
133,Bihar,ARRAH,R. K. Singh,BJP,Lotus,MALE,GENERAL,Graduate Professional
134,Bihar,ARRAH,Raju Yadav,CPI(ML)(L),Flag with Three Stars,MALE,GENERAL,Post Graduate
135,Bihar,ARRAH,NOTA,NOTA,,,,
136,Bihar,ARRAH,Shiv das Singh,IND,Football,MALE,GENERAL,12th Pass
137,Bihar,ARRAH,Raj Giri Bhagat,SSD,Saw,MALE,GENERAL,12th Pass
138,Andhra Pradesh,ARUKU,GODDETI. MADHAVI,YSRCP,Ceiling Fan,FEMALE,ST,Graduate Professional
139,Andhra Pradesh,ARUKU,KISHORE CHANDRA DEO,TDP,Bicycle,MALE,ST,Post Graduate
140,Andhra Pradesh,ARUKU,NOTA,NOTA,,,,
141,Andhra Pradesh,ARUKU,GANGULAIAH VAMPURU.,JnP,Glass Tumbler,MALE,ST,10th Pass
142,Andhra Pradesh,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,Lotus,MALE,ST,Doctorate
143,Andhra Pradesh,ARUKU,SHRUTI DEVI VYRICHERLA,INC,Hand,FEMALE,ST,Graduate Professional
144,Andhra Pradesh,ARUKU,KANGALA BALUDORA,IND,Cup & Saucer,MALE,ST,Illiterate
145,Andhra Pradesh,ARUKU,NARAVA SATYAVATHI,IND,Bangles,FEMALE,ST,10th Pass
146,Arunachal Pradesh,ARUNACHAL EAST,Tapir Gao,BJP,Lotus,MALE,ST,Post Graduate
147,Arunachal Pradesh,ARUNACHAL EAST,Lowangcha Wanglat,INC,Hand,MALE,ST,Graduate
148,Arunachal Pradesh,ARUNACHAL EAST,Mongol Yomso,PPA,Maize,MALE,ST,12th Pass
149,Arunachal Pradesh,ARUNACHAL EAST,Bandey Mili,JD(S),A lady farmer carrying paddy on her head,MALE,ST,12th Pass
150,Arunachal Pradesh,ARUNACHAL EAST,C. C. Singpho,IND,Helicopter,MALE,ST,Graduate
151,Arunachal Pradesh,ARUNACHAL EAST,NOTA,NOTA,,,,
152,Arunachal Pradesh,ARUNACHAL WEST,KIREN RIJIJU,BJP,Lotus,MALE,ST,Graduate Professional
153,Arunachal Pradesh,ARUNACHAL WEST,NABAM TUKI,INC,Hand,MALE,ST,Graduate
154,Arunachal Pradesh,ARUNACHAL WEST,JARJUM ETE,JD(S),A lady farmer carrying paddy on her head,FEMALE,ST,Post Graduate
155,Arunachal Pradesh,ARUNACHAL WEST,KHYODA APIK,NPEP,Book,MALE,ST,12th Pass
156,Arunachal Pradesh,ARUNACHAL WEST,SUBU KECHI,PPA,Maize,MALE,ST,Graduate Professional
157,West Bengal,ASANSOL,BABUL SUPRIYO,BJP,Lotus,MALE,GENERAL,Graduate
158,West Bengal,ASANSOL,MOON MOON SEN,AITC,Flowers and Grass,FEMALE,GENERAL,Post Graduate
159,West Bengal,ASANSOL,GOURANGA CHATTERJEE,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate
160,West Bengal,ASANSOL,BISWARUP MONDAL,INC,Hand,MALE,GENERAL,10th Pass
161,West Bengal,ASANSOL,NOTA,NOTA,,,,
162,West Bengal,ASANSOL,MD. ZAHIR ALAM,BMUP,Cot,MALE,GENERAL,Post Graduate
163,Odisha,ASKA,Pramila Bisoyi,BJD,Conch,FEMALE,GENERAL,5th Pass
164,Odisha,ASKA,Anita Subhadarshini,BJP,Lotus,FEMALE,GENERAL,Post Graduate
165,Odisha,ASKA,Rama Krushna Panda,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,Post Graduate
166,Odisha,ASKA,NOTA,NOTA,,,,
167,Kerala,ATTINGAL,Adv. ADOOR PRAKASH,INC,Hand,MALE,GENERAL,Graduate Professional
168,Kerala,ATTINGAL,Dr. A. SAMPATH,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Doctorate
169,Kerala,ATTINGAL,SOBHASURENDRAN,BJP,Lotus,FEMALE,GENERAL,Graduate
170,Bihar,AURANGABAD,SUSHIL KUMAR SINGH,BJP,Lotus,MALE,GENERAL,Post Graduate
171,Maharashtra,AURANGABAD,Imtiaz Jaleel Syed,AIMIM,Kite,MALE,GENERAL,Post Graduate
172,Bihar,AURANGABAD,NARESH YADAV,BSP,Elephant,MALE,GENERAL,Literate
173,Bihar,AURANGABAD,UPENDRA PRASAD,HAMS,Telephone,MALE,GENERAL,Post Graduate
174,Maharashtra,AURANGABAD,Chandrakant Khaire,SHS,Bow and Arrow,MALE,GENERAL,12th Pass
175,Maharashtra,AURANGABAD,Harshwardhandada Raibhanji Jadhav,IND,Tractor Chalata Kisan,MALE,GENERAL,Graduate
176,Maharashtra,AURANGABAD,Zambad Subhash Manakchand,INC,Hand,MALE,GENERAL,12th Pass
177,Bihar,AURANGABAD,DHIRENDRA KUMAR SINGH,IND,Air Conditioner,MALE,GENERAL,Graduate
178,Bihar,AURANGABAD,NOTA,NOTA,,,,
179,Bihar,AURANGABAD,DR DHARMENDRA KUMAR,AHFBK,CHESS BOARD,MALE,ST,Graduate
180,Bihar,AURANGABAD,SANTOSH KUMAR SINHA,IND,Almirah,MALE,GENERAL,Graduate
181,Bihar,AURANGABAD,AVINASH KUMAR,PPID,Table,MALE,GENERAL,Post Graduate
182,Bihar,AURANGABAD,YOGENDRA RAM,IND,Balloon,MALE,SC,Literate
183,Bihar,AURANGABAD,SOM PRAKASH,SPL,Tractor Chalata Kisan,MALE,GENERAL,Graduate
184,Assam,AUTONOMOUS DISTRICT,HOREN SING BEY,BJP,Lotus,MALE,ST,Graduate
185,Assam,AUTONOMOUS DISTRICT,BIREN SINGH ENGTI,INC,Hand,MALE,ST,Post Graduate
186,Assam,AUTONOMOUS DISTRICT,JONES INGTI KATHAR,IND,Battery Torch,MALE,ST,Post Graduate
187,Assam,AUTONOMOUS DISTRICT,HOLIRAM TERANG,ASDC,Table,MALE,ST,Graduate
188,Assam,AUTONOMOUS DISTRICT,LIENKHOCHON,NPEP,Book,MALE,ST,8th Pass
189,Assam,AUTONOMOUS DISTRICT,NOTA,NOTA,,,,
190,Uttar Pradesh,AZAMGARH,Akhilesh Yadav,SP,Bicycle,MALE,GENERAL,Graduate Professional
191,Uttar Pradesh,AZAMGARH,Dinesh Lal Yadav Nirahua,BJP,Lotus,MALE,GENERAL,12th Pass
192,Uttar Pradesh,BADAUN,Dr. Sanghmitra Maurya,BJP,Lotus,FEMALE,GENERAL,Graduate Professional
193,Uttar Pradesh,BADAUN,Dharmendra Yadav,SP,Bicycle,MALE,GENERAL,Post Graduate
194,Uttar Pradesh,BADAUN,Saleem Iqbal Shervani,INC,Hand,MALE,GENERAL,Graduate
195,Karnataka,BAGALKOT,Gaddigoudar Parvatagouda Chandanagouda,BJP,Lotus,MALE,GENERAL,Graduate Professional
196,Karnataka,BAGALKOT,Veena Kashappanavar,INC,Hand,FEMALE,GENERAL,Graduate
197,Uttar Pradesh,BAGHPAT,Dr. SATYAPAL SINGH,BJP,Lotus,MALE,GENERAL,Post Graduate
198,Uttar Pradesh,BAGHPAT,JAYANT CHAUDHARY,RLD,Hand Pump,MALE,GENERAL,Post Graduate
199,West Bengal,BAHARAMPUR,ADHIR RANJAN CHOWDHURY,INC,Hand,MALE,GENERAL,10th Pass
200,West Bengal,BAHARAMPUR,APURBA SARKAR (DAVID),AITC,Flowers and Grass,MALE,GENERAL,12th Pass
201,West Bengal,BAHARAMPUR,KRISHNA JOYARDAR,BJP,Lotus,MALE,GENERAL,Graduate
202,West Bengal,BAHARAMPUR,NOTA,NOTA,,,,
203,West Bengal,BAHARAMPUR,SAMIR BISWAS,IND,Bead Necklace,MALE,SC,8th Pass
204,West Bengal,BAHARAMPUR,ID MOHAMMAD,RSP,Spade & Stoker,MALE,GENERAL,Graduate
205,Uttar Pradesh,BAHRAICH,AKSHAIBAR LAL,BJP,Lotus,MALE,SC,10th Pass
206,Uttar Pradesh,BAHRAICH,SHABBIR BALMIKI,SP,Bicycle,MALE,SC,12th Pass
207,Uttar Pradesh,BAHRAICH,SAVITRI BAI PHULE,INC,Hand,FEMALE,SC,Graduate
208,Uttar Pradesh,BAHRAICH,NOTA,NOTA,,,,
209,Madhya Pradesh,BALAGHAT,DR DHAL SINGH BISEN,BJP,Lotus,MALE,GENERAL,Others
210,Madhya Pradesh,BALAGHAT,MADHU BHAGAT,INC,Hand,MALE,GENERAL,12th Pass
211,Madhya Pradesh,BALAGHAT,KANKAR MUNJARE,BSP,Elephant,MALE,GENERAL,Others
212,Madhya Pradesh,BALAGHAT,BODHSINGH BHAGAT,IND,Auto- Rickshaw,MALE,GENERAL,Graduate
213,Odisha,BALASORE,PRATAP CHANDRA SARANGI,BJP,Lotus,MALE,GENERAL,Graduate
214,Odisha,BALASORE,RABINDRA KUMAR JENA,BJD,Conch,MALE,GENERAL,Others
215,Odisha,BALASORE,NAVAJYOTI PATNAIK,INC,Hand,MALE,GENERAL,Graduate Professional
216,Uttar Pradesh,BALLIA,Virendra Singh,BJP,Lotus,MALE,GENERAL,Graduate
217,Uttar Pradesh,BALLIA,Sanatan Pandey,SP,Bicycle,MALE,GENERAL,Others
218,Uttar Pradesh,BALLIA,Vinod,SBSP,Walking Stick,MALE,GENERAL,12th Pass
219,West Bengal,BALURGHAT,Sukanta Majumdar,BJP,Lotus,MALE,GENERAL,Doctorate
220,West Bengal,BALURGHAT,Arpita Ghosh,AITC,Flowers and Grass,FEMALE,GENERAL,Graduate
221,West Bengal,BALURGHAT,Ranen Barman,RSP,Spade & Stoker,MALE,SC,10th Pass
222,West Bengal,BALURGHAT,Abdus Sadek Sarkar,INC,Hand,MALE,GENERAL,Graduate Professional
223,West Bengal,BALURGHAT,NOTA,NOTA,,,,
224,Gujarat,BANASKANTHA,PARBATBHAI SAVABHAI PATEL,BJP,Lotus,MALE,GENERAL,Graduate Professional
225,Gujarat,BANASKANTHA,PARTHIBHAI GALBABHAI BHATOL,INC,Hand,MALE,GENERAL,10th Pass
226,Gujarat,BANASKANTHA,THAKOR SWARUPJI SARDARJI,IND,Gas Cylinder,MALE,GENERAL,8th Pass
227,Gujarat,BANASKANTHA,NOTA,NOTA,,,,
228,Gujarat,BANASKANTHA,TEJABHAI NETHIBHAI RABARI,BSP,Elephant,MALE,GENERAL,Literate
229,Gujarat,BANASKANTHA,PUROHIT SHYAMABEN NARANBHAI,IND,DIAMOND,FEMALE,GENERAL,Graduate
230,Uttar Pradesh,BANDA,R.K. SINGH PATEL,BJP,Lotus,MALE,GENERAL,Graduate
231,Uttar Pradesh,BANDA,SHYAMA CHARAN GUPTA,SP,Bicycle,MALE,GENERAL,Graduate Professional
232,Uttar Pradesh,BANDA,BALKUMAR PATEL,INC,Hand,MALE,GENERAL,12th Pass
233,Uttar Pradesh,BANDA,NOTA,NOTA,,,,
234,Uttar Pradesh,BANDA,CHHOTELAL,PSPL,Key,MALE,GENERAL,12th Pass
235,Karnataka,BANGALORE CENTRAL,P. C. Mohan,BJP,Lotus,MALE,GENERAL,12th Pass
236,Karnataka,BANGALORE CENTRAL,Rizwan Arshad,INC,Hand,MALE,GENERAL,Graduate
237,Karnataka,BANGALORE CENTRAL,Prakash Raj,IND,Whistle,MALE,GENERAL,12th Pass
238,Karnataka,BANGALORE NORTH,D.V. Sadananda Gowda,BJP,Lotus,MALE,GENERAL,Graduate Professional
239,Karnataka,BANGALORE NORTH,Krishna Byregowda,INC,Hand,MALE,GENERAL,Post Graduate
240,Karnataka,BANGALORE RURAL,D.K. SURESH,INC,Hand,MALE,GENERAL,12th Pass
241,Karnataka,BANGALORE RURAL,ASHWATHNARAYANGOWDA,BJP,Lotus,MALE,GENERAL,10th Pass
242,Karnataka,BANGALORE RURAL,DR CHINNAPPA Y CHIKKAHAGADE,BSP,Elephant,MALE,SC,Graduate
243,Karnataka,BANGALORE SOUTH,TEJASVI SURYA,BJP,Lotus,MALE,GENERAL,Graduate Professional
244,Karnataka,BANGALORE SOUTH,B.K.HARIPRASAD,INC,Hand,MALE,GENERAL,Graduate
245,West Bengal,BANGAON,SHANTANU THAKUR,BJP,Lotus,MALE,SC,Graduate
246,West Bengal,BANGAON,MAMATA THAKUR,AITC,Flowers and Grass,FEMALE,SC,5th Pass
247,West Bengal,BANGAON,ALAKESH DAS,CPI(M),"Hammer, Sickle and Star",MALE,SC,Graduate Professional
248,West Bengal,BANGAON,SOURAV PROSAD,INC,Hand,MALE,SC,Post Graduate
249,Bihar,BANKA,GIRIDHARI YADAV,JD(U),Arrow,MALE,GENERAL,Post Graduate
250,Bihar,BANKA,JAI PRAKASH NARAYAN YADAV,RJD,Hurricane Lamp,MALE,GENERAL,Post Graduate
251,Bihar,BANKA,PUTUL KUMARI,IND,Gas Cylinder,FEMALE,GENERAL,Post Graduate
252,Bihar,BANKA,MANOJ KUMAR SAH,IND,FLUTE,MALE,GENERAL,10th Pass
253,Bihar,BANKA,PRAVIN KUMAR JHA,IND,Baby Walker,MALE,GENERAL,12th Pass
254,Bihar,BANKA,MRITUNJAY ROY,IND,Black Board,MALE,GENERAL,Literate
255,Bihar,BANKA,MD RAFIQUE ALAM,BSP,Elephant,MALE,GENERAL,Graduate
256,West Bengal,BANKURA,DR. SUBHAS SARKAR,BJP,Lotus,MALE,GENERAL,Graduate Professional
257,West Bengal,BANKURA,SUBRATA MUKHERJEE,AITC,Flowers and Grass,MALE,GENERAL,Post Graduate
