,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,CATEGORY,EDUCATION
1680,Kerala,PONNANI,E. T. Mohammed Basheer,IUML,Ladder,MALE,GENERAL,10th Pass
1681,Kerala,PONNANI,P.V. Anvar Puthan Veetil,IND,Scissors,MALE,GENERAL,Not Available
1682,Kerala,PONNANI,Rema,BJP,Lotus,FEMALE,GENERAL,Post Graduate
1683,Kerala,PONNANI,Adv. K.C. Nazeer,SDPI,Auto- Rickshaw,MALE,GENERAL,Graduate Professional
1684,Kerala,PONNANI,Sameera PA,IND,CUTTING PLIERS,FEMALE,GENERAL,10th Pass
1685,Gujarat,PORBANDAR,RAMESHBHAI LAVJIBHAI DHADUK,BJP,Lotus,MALE,GENERAL,10th Pass
1686,Gujarat,PORBANDAR,LALIT VASOYA,INC,Hand,MALE,GENERAL,12th Pass
1687,Gujarat,PORBANDAR,SAMATBHAI GOVABHAI KADAVALA,BSP,Elephant,MALE,GENERAL,8th Pass
1688,Uttar Pradesh,PRATAPGARH,SANGAM LAL GUPTA,BJP,Lotus,MALE,GENERAL,8th Pass
1689,Uttar Pradesh,PRATAPGARH,ASHOK TRIPATHI,BSP,Elephant,MALE,GENERAL,Graduate
1690,Uttar Pradesh,PRATAPGARH,RAJKUMARI RATNA SINGH,INC,Hand,FEMALE,GENERAL,Graduate
1691,Uttar Pradesh,PRATAPGARH,AKSHAY PRATAP SINGH ALIAS GOPAL JI,JDL,Football Player,MALE,GENERAL,8th Pass
1692,Uttar Pradesh,PRATAPGARH,NOTA,NOTA,,,,
1693,Puducherry,PUDUCHERRY,Ve. VAITHILINGAM,INC,Hand,MALE,GENERAL,Graduate
1694,Puducherry,PUDUCHERRY,Dr. NARAYANASAMY KESAVAN,AINRC,Jug,MALE,GENERAL,Post Graduate
1695,Puducherry,PUDUCHERRY,Dr.M.A.S. SUBRAMANIAN,MNM,Battery Torch,MALE,GENERAL,Graduate Professional
1696,Puducherry,PUDUCHERRY,N.SHARMILA BEGUM,NTK,Ganna Kisan,FEMALE,GENERAL,Not Available
1697,Puducherry,PUDUCHERRY,NOTA,NOTA,,,,
1698,Maharashtra,PUNE,Girish Bhalchandra Bapat,BJP,Lotus,MALE,GENERAL,Graduate
1699,Maharashtra,PUNE,Mohan Joshi,INC,Hand,MALE,GENERAL,10th Pass
1700,Maharashtra,PUNE,Anil Narayan Jadhav,VBA,Cup & Saucer,MALE,GENERAL,12th Pass
1701,Maharashtra,PUNE,NOTA,NOTA,,,,
1702,Odisha,PURI,PINAKI MISRA,BJD,Conch,MALE,GENERAL,Graduate Professional
1703,Odisha,PURI,Dr Sambit Patra,BJP,Lotus,MALE,GENERAL,Post Graduate
1704,Odisha,PURI,SATYA PRAKASH NAYAK,INC,Hand,MALE,GENERAL,Post Graduate
1705,Bihar,PURNIA,SANTOSH KUMAR,JD(U),Arrow,MALE,GENERAL,12th Pass
1706,Bihar,PURNIA,UDAY SINGH ALIAS PAPPU SINGH,INC,Hand,MALE,GENERAL,12th Pass
1707,Bihar,PURNIA,SHUBHASH KUMAR THAKUR,IND,Coat,MALE,GENERAL,12th Pass
1708,Bihar,PURNIA,SAGEER AHMAD,IND,Pan,MALE,GENERAL,Others
1709,Bihar,PURNIA,NOTA,NOTA,,,,
1710,Bihar,PURNIA,JITENDRA URAB,BSP,Elephant,MALE,ST,Graduate
1711,West Bengal,PURULIA,JYOTIRMAY SINGH MAHATO,BJP,Lotus,MALE,GENERAL,Graduate Professional
1712,West Bengal,PURULIA,Dr. MRIGANKA MAHATO,AITC,Flowers and Grass,MALE,GENERAL,Graduate Professional
1713,West Bengal,PURULIA,NEPAL MAHATA,INC,Hand,MALE,GENERAL,Post Graduate
1714,West Bengal,PURULIA,BIR SINGH MAHATO,AIFB,Lion,MALE,GENERAL,Post Graduate
1715,Bihar,PURVI CHAMPARAN,RADHA MOHAN SINGH,BJP,Lotus,MALE,GENERAL,Graduate
1716,Bihar,PURVI CHAMPARAN,AAKASH KUMAR SINGH,BLSP,Ceiling Fan,MALE,GENERAL,Not Available
1717,Bihar,PURVI CHAMPARAN,NOTA,NOTA,,,,
1718,Bihar,PURVI CHAMPARAN,Satyam Yadav,BNDl,Ganna Kisan,MALE,GENERAL,8th Pass
1719,Bihar,PURVI CHAMPARAN,Shobha Devi,SSD,Saw,FEMALE,GENERAL,Literate
1720,Bihar,PURVI CHAMPARAN,Sachin Paswan,RAHIS,Helicopter,MALE,SC,8th Pass
1721,Bihar,PURVI CHAMPARAN,Prabhakar Jaiswal,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,12th Pass
1722,Uttar Pradesh,RAE BARELI,SONIA GANDHI,INC,Hand,FEMALE,GENERAL,Others
1723,Uttar Pradesh,RAE BARELI,DINESH PRATAP SINGH,BJP,Lotus,MALE,GENERAL,Graduate
1724,Uttar Pradesh,RAE BARELI,NOTA,NOTA,,,,
1725,Karnataka,RAICHUR,RAJA AMARESHWARA NAIK,BJP,Lotus,MALE,ST,Graduate Professional
1726,Karnataka,RAICHUR,B. V NAIK,INC,Hand,MALE,ST,Graduate Professional
1727,Karnataka,RAICHUR,NOTA,NOTA,,,,
1728,Karnataka,RAICHUR,B. VENKANAGOUDA NAYAKA,BSP,Elephant,MALE,ST,Graduate Professional
1729,Maharashtra,RAIGAD,Tatkare Sunil Dattatray,NCP,Clock,MALE,GENERAL,Others
1730,Maharashtra,RAIGAD,Anant Geete,SHS,Bow and Arrow,MALE,GENERAL,10th Pass
1731,Maharashtra,RAIGAD,Suman Bhaskar Koli,VBA,Cup & Saucer,FEMALE,GENERAL,5th Pass
1732,Maharashtra,RAIGAD,Subhash Janardan Patil,IND,Air Conditioner,MALE,GENERAL,10th Pass
1733,Maharashtra,RAIGAD,NOTA,NOTA,,,,
1734,West Bengal,RAIGANJ,DEBASREE CHAUDHURI,BJP,Lotus,FEMALE,GENERAL,Post Graduate
1735,West Bengal,RAIGANJ,AGARWAL KANAIALAL,AITC,Flowers and Grass,MALE,GENERAL,Post Graduate
1736,West Bengal,RAIGANJ,MD. SALIM,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate
1737,West Bengal,RAIGANJ,DEEPA DASMUNSI,INC,Hand,FEMALE,GENERAL,Post Graduate
1738,West Bengal,RAIGANJ,NOTA,NOTA,,,,
1739,Chhattisgarh,RAIGARH,GOMATI SAI,BJP,Lotus,FEMALE,ST,12th Pass
1740,Chhattisgarh,RAIGARH,LALJEET SINGH RATHIA,INC,Hand,MALE,ST,Post Graduate
1741,Chhattisgarh,RAIGARH,INNOCENT KUJUR,BSP,Elephant,MALE,ST,Graduate
1742,Chhattisgarh,RAIGARH,NOTA,NOTA,,,,
1743,Chhattisgarh,RAIPUR,Sunil Kumar Soni,BJP,Lotus,MALE,GENERAL,Graduate
1744,Chhattisgarh,RAIPUR,Pramod Dubey,INC,Hand,MALE,GENERAL,Post Graduate
1745,Andhra Pradesh,RAJAHMUNDRY,MARGANI BHARAT,YSRCP,Ceiling Fan,MALE,GENERAL,Graduate
1746,Andhra Pradesh,RAJAHMUNDRY,MAGANTI ROOPA,TDP,Bicycle,FEMALE,GENERAL,Graduate
1747,Andhra Pradesh,RAJAHMUNDRY,AKULA SATYANARAYANA,JnP,Glass Tumbler,MALE,GENERAL,Post Graduate
1748,Andhra Pradesh,RAJAHMUNDRY,NOTA,NOTA,,,,
1749,Andhra Pradesh,RAJAHMUNDRY,NALLURI VIJAYA SRINIVASA RAO,INC,Hand,MALE,GENERAL,12th Pass
1750,Andhra Pradesh,RAJAMPET,P.V.MIDHUN REDDY,YSRCP,Ceiling Fan,MALE,GENERAL,Post Graduate
1751,Andhra Pradesh,RAJAMPET,D A SATHYA PRABHA,TDP,Bicycle,FEMALE,GENERAL,12th Pass
1752,Andhra Pradesh,RAJAMPET,SYED MUKARRAM,JnP,Glass Tumbler,MALE,GENERAL,10th Pass
1753,Andhra Pradesh,RAJAMPET,NOTA,NOTA,,,,
1754,Andhra Pradesh,RAJAMPET,M.SHAJAHAN BASHA (JAHA),INC,Hand,MALE,GENERAL,10th Pass
1755,Madhya Pradesh,RAJGARH,RODMAL NAGAR,BJP,Lotus,MALE,GENERAL,Graduate
1756,Madhya Pradesh,RAJGARH,MONA SUSTANI,INC,Hand,FEMALE,GENERAL,Graduate
1757,Gujarat,RAJKOT,KUNDARIA MOHANBHAI KALYANJIBHAI,BJP,Lotus,MALE,GENERAL,8th Pass
1758,Gujarat,RAJKOT,KAGATHARA LALITBHAI,INC,Hand,MALE,GENERAL,Graduate
1759,Gujarat,RAJKOT,NOTA,NOTA,,,,
1760,Gujarat,RAJKOT,VIJAY PARMAR,BSP,Elephant,MALE,SC,12th Pass
1761,Jharkhand,RAJMAHAL,VIJAY KUMAR HANSDAK,JMM,Bow & Arrow,MALE,ST,10th Pass
1762,Jharkhand,RAJMAHAL,HEMLAL MURMU,BJP,Lotus,MALE,ST,Graduate
1763,Jharkhand,RAJMAHAL,GOPIN SOREN,CPI(M),"Hammer, Sickle and Star",MALE,ST,Graduate
1764,Jharkhand,RAJMAHAL,MONIKA KISKU,AITC,Flowers and Grass,FEMALE,ST,Graduate
1765,Jharkhand,RAJMAHAL,NOTA,NOTA,,,,
1766,Jharkhand,RAJMAHAL,MANDAL HANSDA,IND,Bat,MALE,ST,12th Pass
1767,Chhattisgarh,RAJNANDGAON,SANTOSH PANDEY,BJP,Lotus,MALE,GENERAL,Graduate Professional
1768,Chhattisgarh,RAJNANDGAON,BHOLA RAM SAHU,INC,Hand,MALE,GENERAL,8th Pass
1769,Chhattisgarh,RAJNANDGAON,NOTA,NOTA,,,,
1770,Chhattisgarh,RAJNANDGAON,RAVITA LAKRA (DHRUV),BSP,Elephant,FEMALE,SC,Post Graduate
1771,Rajasthan,RAJSAMAND,Diya Kumari,BJP,Lotus,FEMALE,GENERAL,Others
1772,Rajasthan,RAJSAMAND,Devkinandan (Kaka),INC,Hand,MALE,GENERAL,Post Graduate
1773,Rajasthan,RAJSAMAND,Chenaram,BSP,Elephant,MALE,GENERAL,Graduate
1774,Rajasthan,RAJSAMAND,Chandra Prakash Tanwar,APoI,Coat,MALE,SC,5th Pass
1775,Rajasthan,RAJSAMAND,NOTA,NOTA,,,,
1776,Tamil Nadu,RAMANATHAPURAM,K. NAVASKANI,IUML,Ladder,MALE,GENERAL,12th Pass
1777,Tamil Nadu,RAMANATHAPURAM,NAINAR NAGENTHRAN,BJP,Lotus,MALE,GENERAL,Post Graduate
1778,Tamil Nadu,RAMANATHAPURAM,"V.D.N. ANANDH. B.E.,",IND,Gift Pack,MALE,GENERAL,Graduate Professional
1779,Tamil Nadu,RAMANATHAPURAM,T. BHUVANESWARI,NTK,Ganna Kisan,FEMALE,GENERAL,Graduate
1780,Tamil Nadu,RAMANATHAPURAM,VIJAYA BASKAR,MNM,Battery Torch,MALE,GENERAL,Graduate Professional
1781,Uttar Pradesh,RAMPUR,Mohammad Azam Khan,SP,Bicycle,MALE,GENERAL,Graduate Professional
1782,Uttar Pradesh,RAMPUR,Jayaprada Nahata,BJP,Lotus,FEMALE,GENERAL,12th Pass
1783,Uttar Pradesh,RAMPUR,Sanjay Kapoor,INC,Hand,MALE,GENERAL,Graduate Professional
1784,Maharashtra,RAMTEK,Krupal Balaji Tumane,SHS,Bow and Arrow,MALE,SC,Graduate
1785,Maharashtra,RAMTEK,Kishore Uttamrao Gajbhiye,INC,Hand,MALE,SC,Post Graduate
1786,Maharashtra,RAMTEK,Subhash Dharamdas Gajbhiye,BSP,Elephant,MALE,SC,10th Pass
1787,Maharashtra,RAMTEK,Kiran Premkumar Rodge (Patankar),VBA,Cup & Saucer,FEMALE,SC,Literate
1788,West Bengal,RANAGHAT,JAGANNATH SARKAR,BJP,Lotus,MALE,SC,Graduate Professional
1789,West Bengal,RANAGHAT,RUPALI BISWAS,AITC,Flowers and Grass,FEMALE,SC,Graduate
1790,West Bengal,RANAGHAT,BISWAS RAMA,CPI(M),"Hammer, Sickle and Star",FEMALE,SC,Post Graduate
1791,West Bengal,RANAGHAT,MINATI BISWAS,INC,Hand,FEMALE,SC,Graduate
1792,Jharkhand,RANCHI,SANJAY SETH,BJP,Lotus,MALE,GENERAL,Graduate Professional
1793,Jharkhand,RANCHI,SUBODH KANT SAHAY,INC,Hand,MALE,GENERAL,Graduate
1794,Jharkhand,RANCHI,RAM TAHAL CHOUDHARY,IND,Football,MALE,GENERAL,10th Pass
1795,Madhya Pradesh,RATLAM,GUMAN SINGH DAMOR,BJP,Lotus,MALE,ST,Graduate Professional
1796,Madhya Pradesh,RATLAM,KANTILAL BHURIA,INC,Hand,MALE,ST,Post Graduate
1797,Madhya Pradesh,RATLAM,NOTA,NOTA,,,,
1798,Madhya Pradesh,RATLAM,KAMLESHWAR BHIL,BTP,Auto- Rickshaw,MALE,ST,Graduate
1799,Maharashtra,RATNAGIRI - SINDHUDURG,Vinayak Raut,SHS,Bow and Arrow,MALE,GENERAL,Post Graduate
1800,Maharashtra,RATNAGIRI - SINDHUDURG,Nilesh Narayan Rane,MSHP,Refrigerator,MALE,GENERAL,Doctorate
1801,Maharashtra,RATNAGIRI - SINDHUDURG,Navinchandra Bhalchandra Bandivadekar,INC,Hand,MALE,GENERAL,10th Pass
1802,Maharashtra,RATNAGIRI - SINDHUDURG,Maruti Ramchandra Joshi,VBA,Whistle,MALE,GENERAL,8th Pass
1803,Maharashtra,RATNAGIRI - SINDHUDURG,Nilesh Bhikaji Bhatade,IND,Almirah,MALE,GENERAL,Graduate
1804,Maharashtra,RATNAGIRI - SINDHUDURG,NOTA,NOTA,,,,
1805,Maharashtra,RATNAGIRI - SINDHUDURG,Rajesh Dilipkumar Jadhav,BARESP,Air Conditioner,MALE,SC,Graduate
1806,Maharashtra,RAVER,Khadse Raksha Nikhil,BJP,Lotus,FEMALE,GENERAL,Graduate
1807,Maharashtra,RAVER,Dr.Ulhas Vasudeo Patil,INC,Hand,MALE,GENERAL,Post Graduate
1808,Maharashtra,RAVER,Nitin Pralhad Kandelkar,VBA,Cup & Saucer,MALE,GENERAL,12th Pass
1809,Madhya Pradesh,REWA,JANARDAN MISHRA,BJP,Lotus,MALE,GENERAL,Graduate Professional
1810,Madhya Pradesh,REWA,"SIDDHARTH TIWARI ""RAJ""",INC,Hand,MALE,GENERAL,Graduate Professional
1811,Madhya Pradesh,REWA,VIKASH SINGH PATEL,BSP,Elephant,MALE,GENERAL,Graduate
1812,Madhya Pradesh,REWA,GIRIJESH SINGH SENGER,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate
1813,Uttar Pradesh,ROBERTSGANJ,PAKAURI LAL KOL,ADAL,Cup & Saucer,MALE,SC,Literate
1814,Uttar Pradesh,ROBERTSGANJ,BHAI LAL,SP,Bicycle,MALE,SC,10th Pass
1815,Uttar Pradesh,ROBERTSGANJ,BHAGWATI PRASAD CHAUDHARI,INC,Hand,MALE,SC,Graduate Professional
1816,Uttar Pradesh,ROBERTSGANJ,NOTA,NOTA,,,,
1817,Uttar Pradesh,ROBERTSGANJ,ANUJ KUMAR KANAUJIA,BLRP,BUCKET,MALE,SC,Post Graduate
1818,Uttar Pradesh,ROBERTSGANJ,ASHOK KUMAR KANAUJIYA,CPI(M),Ears of Corn And Sickle,MALE,SC,Graduate Professional
1819,Uttar Pradesh,ROBERTSGANJ,S R DARAPURI,AIPF,Cot,MALE,SC,Graduate
1820,Haryana,ROHTAK,ARVIND KUMAR SHARMA,BJP,Lotus,MALE,GENERAL,Post Graduate
1821,Haryana,ROHTAK,DEEPENDER SINGH HOODA,INC,Hand,MALE,GENERAL,Post Graduate
1822,Haryana,ROHTAK,KISHAN LAL PANCHAL,BSP,Elephant,MALE,GENERAL,5th Pass
1823,Haryana,ROHTAK,PRADEEP KUMAR DESWAL,JNJP,Chappals,MALE,GENERAL,Post Graduate
1824,Gujarat,SABARKANTHA,RATHOD DIPSINH SHANKARSINH,BJP,Lotus,MALE,GENERAL,8th Pass
1825,Gujarat,SABARKANTHA,THAKOR RAJENDRASINH SHIVSINH,INC,Hand,MALE,GENERAL,Graduate
1826,Gujarat,SABARKANTHA,RAVAL RAJUBHAI PUNJABHAI,IND,Gas Cylinder,MALE,GENERAL,10th Pass
1827,Madhya Pradesh,SAGAR,RAJBAHADUR SINGH,BJP,Lotus,MALE,GENERAL,Post Graduate
1828,Madhya Pradesh,SAGAR,PRABHU SINGH THAKUR,INC,Hand,MALE,GENERAL,Post Graduate
1829,Madhya Pradesh,SAGAR,RAJKUMAR YADAV,BSP,Elephant,MALE,GENERAL,12th Pass
1830,Uttar Pradesh,SAHARANPUR,HAJI FAZLUR REHMAN,BSP,Elephant,MALE,GENERAL,Graduate
1831,Uttar Pradesh,SAHARANPUR,RAGHAV LAKHANPAL,BJP,Lotus,MALE,GENERAL,Post Graduate
1832,Uttar Pradesh,SAHARANPUR,IMRAN MASOOD,INC,Hand,MALE,GENERAL,12th Pass
1833,Tamil Nadu,SALEM,PARTHIBAN.S.R,DMK,Rising Sun,MALE,GENERAL,Graduate Professional
1834,Tamil Nadu,SALEM,SARAVANAN.K.R.S,AIADMK,Two Leaves,MALE,GENERAL,Graduate Professional
1835,Tamil Nadu,SALEM,PRABHU MANIKANDAN.M,MNM,Battery Torch,MALE,GENERAL,Graduate Professional
1836,Tamil Nadu,SALEM,SELVAM.S.K,IND,Gift Pack,MALE,GENERAL,10th Pass
1837,Tamil Nadu,SALEM,RASA.A,NTK,Ganna Kisan,MALE,GENERAL,12th Pass
1838,Tamil Nadu,SALEM,NOTA,NOTA,,,,
1839,Uttar Pradesh,SALEMPUR,RAVINDER,BJP,Lotus,MALE,GENERAL,12th Pass
1840,Uttar Pradesh,SALEMPUR,R S KUSHWAHA,BSP,Elephant,MALE,GENERAL,Others
1841,Uttar Pradesh,SALEMPUR,RAJARAM,SBSP,Walking Stick,MALE,GENERAL,10th Pass
1842,Uttar Pradesh,SALEMPUR,RAJESH KUMAR MISHRA,INC,Hand,MALE,GENERAL,Doctorate
1843,Bihar,SAMASTIPUR (SC),Ramchandra Paswan,LJP,Bungalow,MALE,SC,10th Pass
1844,Bihar,SAMASTIPUR (SC),Dr. Ashok Kumar,INC,Hand,MALE,SC,Graduate Professional
1845,Bihar,SAMASTIPUR (SC),NOTA,NOTA,,,,
1846,Bihar,SAMASTIPUR (SC),Vidya Nand Ram,WAP,Boat with Man and Sail,MALE,SC,Post Graduate
1847,Bihar,SAMASTIPUR (SC),Suraj Kumar Das,IND,Auto- Rickshaw,MALE,SC,Post Graduate
1848,Bihar,SAMASTIPUR (SC),Asha Devi,AAM,CHAPATI ROLLER,FEMALE,SC,Literate
1849,Bihar,SAMASTIPUR (SC),Mantesh Kumar,BSP,Elephant,MALE,SC,Graduate
1850,Bihar,SAMASTIPUR (SC),Vijay Kumar Ram,VCSMP,Tiller,MALE,SC,12th Pass
1851,Odisha,SAMBALPUR,NITESH GANGA DEB,BJP,Lotus,MALE,GENERAL,12th Pass
1852,Odisha,SAMBALPUR,NALINI KANTA PRADHAN,BJD,Conch,MALE,GENERAL,Post Graduate
1853,Odisha,SAMBALPUR,SARAT PATTANAYAK,INC,Hand,MALE,GENERAL,Graduate Professional
1854,Odisha,SAMBALPUR,NOTA,NOTA,,,,
1855,Uttar Pradesh,SAMBHAL,DR. SHAFIQUR REHMAN BARQ,SP,Bicycle,MALE,GENERAL,Graduate
1856,Uttar Pradesh,SAMBHAL,PARAMESHVAR LAL SAINI,BJP,Lotus,MALE,GENERAL,10th Pass
1857,Uttar Pradesh,SAMBHAL,MAJOR JAGAT PAL SINGH,INC,Hand,MALE,GENERAL,Graduate
1858,Maharashtra,SANGLI,Sanjaykaka Patil,BJP,Lotus,MALE,GENERAL,10th Pass
1859,Maharashtra,SANGLI,Vishal Prakashbapu Patil,SWP,Bat,MALE,GENERAL,Graduate
1860,Maharashtra,SANGLI,Gopichand Kundlik Padalkar,VBA,Cup & Saucer,MALE,GENERAL,12th Pass
1861,Punjab,SANGRUR,BHAGWANT MANN,AAP,Broom,MALE,GENERAL,12th Pass
1862,Punjab,SANGRUR,KEWAL SINGH DHILLON,INC,Hand,MALE,GENERAL,12th Pass
1863,Punjab,SANGRUR,PARMINDER SINGH DHINDSA,SAD,Scales,MALE,GENERAL,Post Graduate
1864,Punjab,SANGRUR,SIMRANJIT SINGH MANN,SAD(M),Truck,MALE,GENERAL,Graduate
1865,Punjab,SANGRUR,JASRAJ SINGH LONGIA,LIP,Letter Box,MALE,GENERAL,Graduate
1866,Uttar Pradesh,SANT KABIR NAGAR,PRAVEEN KUMAR NISHAD,BJP,Lotus,MALE,ST,Graduate Professional
1867,Uttar Pradesh,SANT KABIR NAGAR,BHEESHMA SHANKAR,BSP,Elephant,MALE,GENERAL,12th Pass
1868,Uttar Pradesh,SANT KABIR NAGAR,BHAL CHANDRA YADAV,INC,Hand,MALE,GENERAL,Graduate
1869,Uttar Pradesh,SANT KABIR NAGAR,NOTA,NOTA,,,,
1870,Bihar,SARAN,Rajiv Pratap Rudy,BJP,Lotus,MALE,GENERAL,Post Graduate
1871,Bihar,SARAN,Chandrika Roy,RJD,Hurricane Lamp,MALE,GENERAL,Doctorate
1872,Bihar,SARAN,NOTA,NOTA,,,,
1873,Bihar,SARAN,Sheojee Ram,BSP,Elephant,MALE,SC,Graduate
1874,Bihar,SARAN,Shiv Brat Singh,IND,Tractor Chalata Kisan,MALE,GENERAL,Doctorate
1875,Chhattisgarh,SARGUJA,Renuka Singh Saruta,BJP,Lotus,FEMALE,ST,12th Pass
1876,Chhattisgarh,SARGUJA,Khel Sai Singh,INC,Hand,MALE,ST,Post Graduate
1877,Chhattisgarh,SARGUJA,NOTA,NOTA,,,,
1878,Chhattisgarh,SARGUJA,Asha Devi Poya,GGP,Saw,FEMALE,ST,Graduate Professional
1879,Chhattisgarh,SARGUJA,Maya Bhagat,BSP,Elephant,FEMALE,ST,Post Graduate
1880,Bihar,SASARAM (SC),CHHEDI PASWAN,BJP,Lotus,MALE,SC,"Post Graduate
"
1881,Bihar,SASARAM (SC),MEIRA KUMAR,INC,Hand,FEMALE,SC,Post Graduate
1882,Bihar,SASARAM (SC),MANOJ KUMAR,BSP,Elephant,MALE,SC,Graduate
1883,Bihar,SASARAM (SC),NOTA,NOTA,,,,
1884,Bihar,SASARAM (SC),ASHOK BAITHA,IND,Cup & Saucer,MALE,SC,10th Pass
1885,Maharashtra,SATARA,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,NCP,Clock,MALE,GENERAL,12th Pass
1886,Maharashtra,SATARA,NARENDRA ANNASAHEB PATIL,SHS,Bow and Arrow,MALE,GENERAL,12th Pass
1887,Maharashtra,SATARA,SAHADEO KERAPPA AIWALE,VBA,Cup & Saucer,MALE,SC,Graduate Professional
1888,Madhya Pradesh,SATNA,GANESH SINGH,BJP,Lotus,MALE,GENERAL,Post Graduate
1889,Madhya Pradesh,SATNA,RAJARAM TRIPATHI,INC,Hand,MALE,GENERAL,12th Pass
1890,Madhya Pradesh,SATNA,ACCHE LAL KUSHAWAHA,BSP,Elephant,MALE,GENERAL,8th Pass
1891,Telangana,SECUNDRABAD,G . KISHAN REDDY,BJP,Lotus,MALE,GENERAL,Others
1892,Telangana,SECUNDRABAD,TALASANI SAI KIRAN YADAV,TRS,Car,MALE,GENERAL,Post Graduate
1893,Telangana,SECUNDRABAD,ANJAN KUMAR YADAV. M,INC,Hand,MALE,GENERAL,Graduate
1894,Telangana,SECUNDRABAD,N . SHANKAR GOUD,JnP,Glass Tumbler,MALE,GENERAL,8th Pass
1895,Madhya Pradesh,SHAHDOL,HIMADRI SINGH,BJP,Lotus,FEMALE,ST,Graduate
1896,Madhya Pradesh,SHAHDOL,PRAMILA SINGH,INC,Hand,FEMALE,ST,Post Graduate
1897,Madhya Pradesh,SHAHDOL,BAHAN KESHKALI KOL,CPI(M),Ears of Corn And Sickle,FEMALE,ST,12th Pass
1898,Madhya Pradesh,SHAHDOL,MOHDAL SINGH PAV,BSP,Elephant,MALE,ST,10th Pass
1899,Madhya Pradesh,SHAHDOL,NOTA,NOTA,,,,
1900,Madhya Pradesh,SHAHDOL,VIMAL SINGH KORCHE,GGP,Saw,MALE,ST,10th Pass
1901,Uttar Pradesh,SHAHJAHANPUR,Arun Kumar Sagar,BJP,Lotus,MALE,SC,12th Pass
1902,Uttar Pradesh,SHAHJAHANPUR,Amar Chandra Jauhar,BSP,Elephant,MALE,SC,Post Graduate
1903,Uttar Pradesh,SHAHJAHANPUR,Brahm Swaroop Sagar,INC,Hand,MALE,SC,Graduate
1904,Bihar,SHEOHAR,RAMA DEVI,BJP,Lotus,FEMALE,GENERAL,Graduate Professional
1905,Bihar,SHEOHAR,SYED FAISAL ALI,RJD,Hurricane Lamp,MALE,GENERAL,Post Graduate
1906,Bihar,SHEOHAR,Kedar Nath Prasad,IND,Ganna Kisan,MALE,GENERAL,12th Pass
1907,Bihar,SHEOHAR,Raj Kumar Parsad,IND,Table,MALE,GENERAL,12th Pass
1908,Bihar,SHEOHAR,Shamim Alam,NCP,Clock,MALE,GENERAL,12th Pass
1909,Bihar,SHEOHAR,Mukesh Kumar Jha,BSP,Elephant,MALE,GENERAL,12th Pass
1910,Bihar,SHEOHAR,Vijay Nandan Paswan,IND,Bead Necklace,MALE,SC,10th Pass
1911,Bihar,SHEOHAR,Anil Kumar Tiwari,IND,Chimney,MALE,GENERAL,12th Pass
1912,Meghalaya,SHILLONG,VINCENT H. PALA,INC,Hand,MALE,ST,Graduate Professional
1913,Meghalaya,SHILLONG,JEMINO MAWTHOH,UDP,Drum,MALE,ST,Doctorate
1914,Meghalaya,SHILLONG,SANBOR SHULLAI,BJP,Lotus,MALE,ST,10th Pass
1915,Himachal Pradesh,SHIMLA,SURESH KUMAR KASHYAP,BJP,Lotus,MALE,SC,Post Graduate
1916,Himachal Pradesh,SHIMLA,DHANI RAM SHANDIL,INC,Hand,MALE,SC,Doctorate
1917,Karnataka,SHIMOGA,B.Y.RAGHAVENDRA.,BJP,Lotus,MALE,GENERAL,Graduate
1918,Karnataka,SHIMOGA,S.MADHUBANGARAPPA,JD(S),A lady farmer carrying paddy on her head,MALE,GENERAL,Graduate
1919,Maharashtra,SHIRDI,SADASHIV KISAN LOKHANDE,SHS,Bow and Arrow,MALE,SC,10th Pass
1920,Maharashtra,SHIRDI,KAMBLE BHAUSAHEB MALHARI,INC,Hand,MALE,SC,Others
1921,Maharashtra,SHIRDI,SANJAY LAXMAN SUKHDAN,VBA,Cup & Saucer,MALE,SC,Graduate
1922,Maharashtra,SHIRDI,WAKCHAURE BHAUSAHEB RAJARAM,IND,Ganna Kisan,MALE,SC,Graduate Professional
1923,Maharashtra,SHIRDI,Adv. BANSI BHAURAO SATPUTE,CPI(M),Ears of Corn And Sickle,MALE,SC,Graduate Professional
1924,Maharashtra,SHIRDI,PRADIP SUNIL SARODE,IND,Whistle,MALE,SC,12th Pass
1925,Maharashtra,SHIRUR,Dr. Amol Ramsing Kolhe,NCP,Clock,MALE,GENERAL,Graduate Professional
1926,Maharashtra,SHIRUR,Adhalrao Shivaji Dattatrey,SHS,Bow and Arrow,MALE,GENERAL,Others
1927,Maharashtra,SHIRUR,Ovhal Rahul,VBA,Cup & Saucer,MALE,GENERAL,8th Pass
1928,Uttar Pradesh,SHRAWASTI,RAM SHIROMANI,BSP,Elephant,MALE,GENERAL,Graduate Professional
1929,Uttar Pradesh,SHRAWASTI,DADDAN MISHRA,BJP,Lotus,MALE,GENERAL,Post Graduate
1930,Uttar Pradesh,SHRAWASTI,DHIRENDRA PRATAP SINGH,INC,Hand,MALE,GENERAL,Post Graduate
1931,Uttar Pradesh,SHRAWASTI,NOTA,NOTA,,,,
